Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Critic_Loss              Critic_Stepsize          Actor_Loss               Actor_Stepsize           Clip_Frac                Adv_Mean                 Adv_Std                  
2000                     1.5740663375457127       8675485                  15.679634018514413       101.70735595244999       0.17302697412510223      0.8417963617851706       0                        0                        0.8916084375000001       0.05000000000000001      0.13485678288998315      0.0005                   0.28988406353164464      2e-06                    0.203857421875           -0.1590139               0.5449407                
2200                     1.735201181769371        9522669                  16.29750611890496        165.48580133461698       0.17302697412510223      0.8417963617851706       0                        0                        0.8810212374999999       0.05                     0.124542831131668        0.0005                   0.30106085193726945      2e-06                    0.18979779411764708      -0.09188344              0.5186652                
2400                     1.8992698541614745       10383021                 19.73143213005877        152.17701870473823       0.17302697412510223      0.8417963617851706       0                        0                        0.8702674375             0.05                     0.09005388364825836      0.0005                   0.31172683237887483      2e-06                    0.1714154411764706       -0.0656818               0.35666707               
2600                     2.06585914697912         11248797                 21.573323870064726       208.30189506270165       0.17302697412510223      0.8417963617851706       0                        0                        0.8594450375             0.05                     0.08494665683589547      0.0005                   0.3027858619632966       2e-06                    0.1567095588235294       0.17457502               0.36823672               
2800                     2.233217214478387        12110797                 24.459548266730028       327.9260763662294        0.17302697412510223      0.8417963617851706       0                        0                        0.8486710375             0.05                     0.06412299004082075      0.0005                   0.30246251010719466      2e-06                    0.23690257352941177      0.0377409                0.3298181                
3000                     2.4004596213499707       12964845                 27.2993693137433         385.23193833833415       0.17302697412510223      0.8417963617851706       0                        0                        0.8379906375             0.05                     0.06153012284630677      0.0005                   0.2898619477637112       2e-06                    0.20556640625            -0.042733535             0.20908096               
3200                     2.5720197224617003       13837389                 32.4179568543461         402.12738807444134       0.17302697412510223      0.8417963617851706       0                        0                        0.8270844375             0.05                     0.0961236218608974       0.0005                   0.3080613659694791       2e-06                    0.181396484375           -0.06924638              0.30401006               
3400                     2.7476658440298505       14721533                 37.47081341371339        409.45359990879405       0.17302697412510223      0.8417963617851706       0                        0                        0.8160324375             0.05                     0.09642219347188075      0.0005                   0.2883916510036215       2e-06                    0.204833984375           -0.17347218              0.62160146               
3600                     2.9232820428742303       15603383                 44.03739547148801        421.3609703495608        0.17302697412510223      0.8417963617851706       0                        0                        0.8050177125             0.05                     0.0899640055416201       0.0005                   0.2971306577520935       2e-06                    0.18708881578947367      0.065495275              0.26104736               
3800                     3.1024206932385763       16498421                 49.5689868348161         443.69904290816555       0.17302697412510223      0.8417963617851706       0                        0                        0.7938277375             0.05                     0.14556112396530807      0.0005                   0.3061994094298118       2e-06                    0.1655815972222222       -0.230779                0.82964855               
4000                     3.286398030850622        17410600                 59.449657001687584       441.8426504719472        0.17302697412510223      0.8417963617851706       0                        0                        0.7824218999999999       0.049999999999999996     0.15002470088246114      0.0005                   0.2938174258588868       2e-06                    0.1799172794117647       -0.5224898               0.7752931                
4200                     3.475150358478228        18349891                 70.46457881577604        465.1051914854236        0.17302697412510223      0.8417963617851706       0                        0                        0.7706903625             0.05                     0.13142431733431295      0.0005                   0.29557536635547876      2e-06                    0.1130859375             -0.005084358             0.23864003               
4400                     3.6658683835135566       19285645                 80.68938736952845        445.5058422004547        0.17302697412510223      0.8417963617851706       0                        0                        0.7589858375             0.05                     0.155897613757083        0.0005                   0.2984986806081401       2e-06                    0.1462673611111111       -0.2329912               0.52614266               
4600                     3.8632673591375353       20259373                 92.80082629275522        472.9920235806818        0.17302697412510223      0.8417963617851706       0                        0                        0.7468238375             0.05                     0.17685650662557842      0.0005                   0.2973906855941528       2e-06                    0.1331845238095238       -0.30393878              0.7213744                
4800                     4.080207552843624        21321960                 112.08498260816611       481.22056062892545       0.17302697412510223      0.8417963617851706       0                        0                        0.7335283                0.05                     0.22893874063361982      0.0005                   0.2933105488362558       2e-06                    0.15693933823529413      -0.19146125              0.84190494               
5000                     4.274767826067077        22236365                 120.23254733644312       448.69688049917636       0.17302697412510223      0.8417963617851706       0                        0                        0.72210555               0.05                     0.2841983710746526       0.0005                   0.2994351809550273       2e-06                    0.16920230263157893      -0.009873867             1.0112286                
5200                     4.492775792810652        23290434                 143.01719473314336       412.06171073497796       0.17302697412510223      0.8417963617851706       0                        0                        0.708940975              0.05                     0.3766040446682145       0.0005                   0.2980280173132601       2e-06                    0.18648097826086957      0.029220765              0.8182227                
5400                     4.747892463405927        24540840                 190.5552240725151        464.9227362444374        0.17302697412510223      0.8417963617851706       0                        0                        0.6933253125000001       0.05                     0.21176839638630757      0.0005                   0.30527623884241895      2e-06                    0.2120949074074074       -0.25271747              0.9633674                
5600                     5.0260915973451405       25850792                 219.89427165819546       464.8174354003079        0.17302697412510223      0.8417963617851706       0                        0                        0.6769269375             0.05                     0.21673108530230822      0.0005                   0.29573980025015767      2e-06                    0.1796875                0.0010830786             1.0831965                
5800                     5.246683725582229        26789489                 257.64825921378997       464.51172758595516       0.17302697412510223      0.8417963617851706       0                        0                        0.6651921875             0.05                     0.16861260618392598      0.0005                   0.2888344590993304       2e-06                    0.1334292763157895       -0.25449777              1.1048125                
6000                     5.493595363762644        27859985                 273.52118624667537       474.28549712313486       0.17302697412510223      0.8417963617851706       0                        0                        0.651824475              0.05                     0.1825015239689189       0.0005                   0.3037414336189007       2e-06                    0.19514973958333334      -0.27655706              1.1099308                
6200                     5.759441543949975        29091676                 351.7168353009473        486.8559742099588        0.17302697412510223      0.8417963617851706       0                        0                        0.63643725               0.05                     0.21422967372256188      0.0005                   0.30448497778091294      2e-06                    0.1856971153846154       -0.057621427             0.17281002               
6400                     6.069067535003026        30554232                 403.24826623521597       459.7090261861525        0.17302697412510223      0.8417963617851706       0                        0                        0.618173675              0.05                     0.20224995433272852      0.0005                   0.3066379950323608       2e-06                    0.1798095703125          -0.46328834              0.7274724                
6600                     6.437933304376072        32310132                 466.7641118713067        494.8276344731924        0.17302697412510223      0.8417963617851706       0                        0                        0.5962371625             0.05                     0.16009227173668072      0.0005                   0.29781423938564133      2e-06                    0.17860243055555555      0.17546763               0.5438237                
6800                     6.837123853498035        34181334                 467.3040114463895        475.8658181073582        0.17302697412510223      0.8417963617851706       0                        0                        0.572846375              0.05                     0.10164016852650093      0.0005                   0.29854555596183574      2e-06                    0.14680989583333334      0.11474583               0.50107086               
7000                     7.232999185654852        36061936                 454.6941024797649        481.20204514969885       0.17302697412510223      0.8417963617851706       0                        0                        0.5493412875             0.05                     0.11968224384976124      0.0005                   0.30557804924712795      2e-06                    0.15561655405405406      -0.1409678               0.81533146               
7200                     7.632664630015691        37950571                 468.0167053551653        485.02583055687717       0.17302697412510223      0.8417963617851706       0                        0                        0.525731025              0.05                     0.07717329836709218      0.0005                   0.29603871090027195      2e-06                    0.173828125              0.22816989               0.18820009               
7400                     8.035741099516551        39843146                 505.7657089757614        469.2889470871342        0.17302697412510223      0.8417963617851706       0                        0                        0.502081075              0.05                     0.05844593390831601      0.0005                   0.2993845226929376       2e-06                    0.17300575657894737      -0.07807359              0.27800635               
7600                     8.438273292448786        41740176                 491.1013339838971        505.72785580606353       0.17302697412510223      0.8417963617851706       0                        0                        0.4783682                0.05                     0.06884516903588328      0.0005                   0.29728346234677655      2e-06                    0.1810238486842105       0.009306551              0.38793015               
7800                     8.838727956414223        43640809                 479.50188776639607       484.3289011574284        0.17302697412510223      0.8417963617851706       0                        0                        0.454613625              0.05                     0.06932888021662784      0.0005                   0.29541947847853106      2e-06                    0.1242988782051282       0.1350222                0.1743231                
8000                     9.246639002164205        45542069                 475.2007183968595        449.77573807966843       0.17302697412510223      0.8417963617851706       0                        0                        0.4308418875             0.05                     0.06411889740077126      0.0005                   0.29598007962812445      2e-06                    0.16342905405405406      -0.038330063             0.27824706               
8200                     9.650895013544295        47454343                 506.7532537785795        501.93163461508766       0.17302697412510223      0.8417963617851706       0                        0                        0.40693911250000003      0.05                     0.05052665979412661      0.0005                   0.2914758376978539       2e-06                    0.14030827702702703      0.0617442                0.30552435               
8400                     10.056643133560817       49359197                 485.6169746341116        486.0378929075662        0.17302697412510223      0.8417963617851706       0                        0                        0.383126125              0.05                     0.07105352593950827      0.0005                   0.29249188641237245      2e-06                    0.12257179054054054      0.08936639               0.35975525               
8600                     10.461655378275447       51267404                 513.3827067789974        471.8154062576602        0.17302697412510223      0.8417963617851706       0                        0                        0.35927785               0.05                     0.041048248981640334     0.0005                   0.29208650898286387      2e-06                    0.11955180921052633      0.0058240583             0.2888572                
8800                     10.862294090456432       53174107                 504.091691221642         493.1564187115935        0.17302697412510223      0.8417963617851706       0                        0                        0.3354439125             0.05                     0.04110654293847467      0.0005                   0.28512307871623255      2e-06                    0.14494243421052633      0.0026845778             0.22377582               
9000                     11.267060783902805       55089648                 526.307544479583         510.0188050264722        0.17302697412510223      0.8417963617851706       0                        0                        0.3114998                0.05                     0.04309315104297926      0.0005                   0.28703346672026736      2e-06                    0.15892269736842107      0.0427592                0.4016266                
9200                     11.665372119016117       57005745                 507.2047305653013        489.471722057204         0.17302697412510223      0.8417963617851706       0                        0                        0.2875485875             0.05                     0.0355273656662719       0.0005                   0.2861601892172506       2e-06                    0.10752467105263158      -0.11316749              0.22179122               
9400                     12.067365115351148       58923964                 517.6161657028517        492.45621512616106       0.17302697412510223      0.8417963617851706       0                        0                        0.26357085               0.05                     0.03559807278619892      0.0005                   0.2868533714576379       2e-06                    0.1455592105263158       0.15555777               0.30171686               
9600                     12.470171246859762       60844454                 521.4764923516075        501.7145278921223        0.17302697412510223      0.8417963617851706       0                        0                        0.23956472499999998      0.05                     0.03386449946877914      0.0005                   0.2880653830392188       2e-06                    0.13599917763157895      -0.031868983             0.14428528               
9800                     12.869825179643101       62757073                 506.79404294291857       512.325447091786         0.17302697412510223      0.8417963617851706       0                        0                        0.21565698749999998      0.05                     0.052312222732947895     0.0005                   0.2924624200126058       2e-06                    0.13116776315789475      -0.032876007             0.2821732                
10000                    13.269692519042227       64680020                 509.89869861548436       497.95188523949537       0.17302697412510223      0.8417963617851706       0                        0                        0.2                      0.05                     0.04793282940897227      0.0005                   0.27653917540354944      2e-06                    0.14854029605263158      -0.0042952886            0.15335941               
10200                    13.673766918844647       66595282                 498.0190074705219        508.57824501902127       0.17302697412510223      0.8417963617851706       0                        0                        0.2                      0.05                     0.04608613424784995      0.0005                   0.2824609602323255       2e-06                    0.18179898648648649      -0.04157463              0.15754439               
10400                    14.073524498211013       68520000                 529.9004262910893        502.0991704154926        0.17302697412510223      0.8417963617851706       0                        0                        0.2                      0.05                     0.027673609562426513     0.0005                   0.2793995302268549       2e-06                    0.12911184210526316      0.16797112               0.16157727               
10600                    14.474853908485837       70438953                 459.3195361101565        515.6592114604889        0.17302697412510223      0.8417963617851706       0                        0                        0.2                      0.05                     0.04585477389420183      0.0005                   0.2777776038274169       2e-06                    0.1972098214285714       0.015230027              0.32617104               
10800                    14.876665613452593       72356266                 532.9497741001958        509.04049884637163       0.17302697412510223      0.8417963617851706       0                        0                        0.2                      0.05                     0.02422982076869199      0.0005                   0.2756625370024458       2e-06                    0.15912828947368418      -0.09675195              0.21379526               
11000                    15.278990093866984       74281003                 519.8201771152603        520.4593484025252        0.17302697412510223      0.8417963617851706       0                        0                        0.2                      0.05                     0.036355143638885284     0.0005                   0.2868506630980655       2e-06                    0.18349095394736842      -0.044833113             0.2112281                
11200                    15.679040669467714       76198753                 524.1375201901417        522.3095760149146        0.17302697412510223      0.8417963617851706       0                        0                        0.2                      0.05                     0.036098058599715224     0.0005                   0.28569486178457737      2e-06                    0.14679276315789475      0.026278054              0.14234938               
11400                    16.07544632256031        78119465                 534.7436591328261        522.9930085647923        0.17302697412510223      0.8417963617851706       0                        0                        0.2                      0.05                     0.028147707448959794     0.0005                   0.29690872841073496      2e-06                    0.15943667763157895      0.022990622              0.14723764               
11600                    16.47494498544269        80043400                 533.6016458866825        514.2781200766867        0.17302697412510223      0.8417963617851706       0                        0                        0.2                      0.05                     0.025929164248258245     0.0005                   0.2778546541046939       2e-06                    0.19305098684210525      -0.18373485              0.17218223               
11800                    16.873995934327443       81963372                 521.6004884025184        497.1207594578442        0.17302697412510223      0.8417963617851706       0                        0                        0.2                      0.05                     0.041204210850609296     0.0005                   0.27794624865055084      2e-06                    0.17691200657894737      0.00066641934            0.26201397               
12000                    17.27531341612339        83880612                 534.2820821209286        520.1820696836534        0.17302697412510223      0.8417963617851706       0                        0                        0.2                      0.05                     0.02971209313506512      0.0005                   0.27841038999424594      2e-06                    0.12869510135135137      -0.07226101              0.3048193                
12200                    17.67184217201339        85801222                 504.81925516220605       518.170353810739         0.17302697412510223      0.8417963617851706       0                        0                        0.2                      0.05                     0.03750847682615706      0.0005                   0.28969839815736603      2e-06                    0.16005345394736842      -0.01018375              0.1295924                
12400                    18.07225281185574        87721597                 518.490842100622         513.5053323663744        0.17302697412510223      0.8417963617851706       0                        0                        0.2                      0.05                     0.029470905730896016     0.0005                   0.2835542707409906       2e-06                    0.138671875              -0.007185906             0.338447                 
12600                    18.47036004808214        89636957                 535.646787895514         540.0836248842579        0.17302697412510223      0.8417963617851706       0                        0                        0.2                      0.05                     0.025003895440405405     0.0005                   0.2732788167746836       2e-06                    0.1900699013157895       -0.018009774             0.21056251               
12800                    18.870834540923436       91555685                 536.8903526014165        488.9569120084542        0.17302697412510223      0.8417963617851706       0                        0                        0.2                      0.05                     0.026887048136191687     0.0005                   0.2834424495353903       2e-06                    0.24208470394736845      -0.039960787             0.13463138               
13000                    19.267597644461524       93473695                 511.8396083595088        507.2390499454243        0.17302697412510223      0.8417963617851706       0                        0                        0.2                      0.05                     0.034083385932545576     0.0005                   0.26986986660474055      2e-06                    0.13830236486486486      -0.0010602337            0.25580585               
13200                    19.666102187103697       95393222                 540.7347656437305        515.2468642148206        0.17302697412510223      0.8417963617851706       0                        0                        0.2                      0.05                     0.02206287253226803      0.0005                   0.27146615149257214      2e-06                    0.19634046052631576      -0.048854813             0.20154203               
13400                    20.067155368593003       97306291                 523.4748956320936        517.1632782501357        0.17302697412510223      0.8417963617851706       0                        0                        0.2                      0.05                     0.025226611502339916     0.0005                   0.2849791923929986       2e-06                    0.14442845394736842      -0.05579782              0.18815076               
13600                    20.46783809536033        99226193                 539.5323221802739        523.9039661204746        0.17302697412510223      0.8417963617851706       0                        0                        0.2                      0.05                     0.02201877833814299      0.0005                   0.2810876350359697       2e-06                    0.1283922697368421       -0.02615417              0.124667294              
13800                    20.865277582539452       101149658                537.0529835632935        495.96414396976377       0.17302697412510223      0.8417963617851706       0                        0                        0.2                      0.05                     0.02738545192359628      0.0005                   0.27660940207639023      2e-06                    0.18040707236842105      -0.04063894              0.27521175               
14000                    21.268274361093837       103074207                534.0145740103683        521.1898657119477        0.17302697412510223      0.8417963617851706       0                        0                        0.2                      0.05                     0.0311543687466138       0.0005                   0.2758206458619008       2e-06                    0.14733573717948717      0.015497472              0.2641981                
14200                    21.66649617526266        104990673                530.4908395690804        491.4764369012505        0.17302697412510223      0.8417963617851706       0                        0                        0.2                      0.05                     0.02980349364550325      0.0005                   0.2808715841781936       2e-06                    0.15583881578947367      -0.015943931             0.14232816               
14400                    22.061862313946087       106902549                529.709979412034         498.15061532432526       0.17302697412510223      0.8417963617851706       0                        0                        0.2                      0.05                     0.025807196369561622     0.0005                   0.27919355032377335      2e-06                    0.16673519736842107      -0.07921996              0.14455536               
14600                    22.462364077038234       108826330                555.308706796108         512.8561090665172        0.17302697412510223      0.8417963617851706       0                        0                        0.2                      0.05                     0.018435796753213874     0.0005                   0.2747777878110738       2e-06                    0.15419407894736842      -0.062036052             0.18678811               
