Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Critic_Loss              Critic_Stepsize          Actor_Loss               Actor_Stepsize           Clip_Frac                Adv_Mean                 Adv_Std                  
4200                     3.3364212543434566       18351746                 51.68780280247417        41.1092742666271         0.12108503989964749      0.8690986703187601       0                        0                        0.7706603875             0.05                     0.11383112357644778      0.0005                   0.3031192360342376       2e-06                    0.22526041666666669      0.07328003               0.5975747                
4400                     3.521987864838706        19277124                 51.23704562958112        40.41680239341902        0.12108503989964749      0.8690986703187601       0                        0                        0.7590944000000001       0.05000000000000001      0.1117001045005102       0.0005                   0.3124084781953379       2e-06                    0.19140625               -0.17172544              0.49808332               
4600                     3.713184522324138        20216882                 56.01386201529626        42.8711146518485         0.12108503989964749      0.8690986703187601       0                        0                        0.7473474875             0.05                     0.13670262097577124      0.0005                   0.29368664726222815      2e-06                    0.1361019736842105       -0.10952787              0.5025347                
4800                     3.9077316651741665       21164767                 65.83359288458041        56.52217910738486        0.12108503989964749      0.8690986703187601       0                        0                        0.7355026                0.05                     0.14026520155603067      0.0005                   0.30508991493843496      2e-06                    0.204296875              0.11684718               0.41352662               
5000                     4.1094542824559745       22126849                 55.81259327743676        133.27609224967122       0.12108503989964749      0.8690986703187601       0                        0                        0.7234762375             0.05                     0.12931822447571906      0.0005                   0.29702014778740704      2e-06                    0.223046875              -0.32001168              0.3825182                
5200                     4.319385982685619        23109378                 73.94255344273141        118.13493120269608       0.12108503989964749      0.8690986703187601       0                        0                        0.7111949125000001       0.05                     0.20700380636844784      0.0005                   0.29204672425985334      2e-06                    0.19414062499999998      -0.07675947              0.72536796               
5400                     4.538621873590682        24118223                 86.7684897773733         167.425439101536         0.12108503989964749      0.8690986703187601       0                        0                        0.6985856500000001       0.05                     0.18328733824309892      0.0005                   0.29087463752366605      2e-06                    0.189453125              -0.03264616              0.6213558                
5600                     4.771290213465691        25177753                 105.11487479037135       182.3266978199769        0.12108503989964749      0.8690986703187601       0                        0                        0.685350125              0.05                     0.22241597934423582      0.0005                   0.2917749751764147       2e-06                    0.2413383152173913       0.23041478               0.87711954               
5800                     5.018132641977734        26269045                 152.36268343029502       226.25425670957551       0.12108503989964749      0.8690986703187601       0                        0                        0.6716978625             0.05                     0.15506386845740244      0.0005                   0.29869137165185655      2e-06                    0.19757401315789475      0.10337455               0.25692478               
6000                     5.27750807053513         27399640                 151.64904753126044       258.0401185403134        0.12108503989964749      0.8690986703187601       0                        0                        0.657575                 0.05                     0.1749897511591288       0.0005                   0.29921927239576523      2e-06                    0.216796875              -0.55948746              0.5575023                
6200                     5.560178118281894        28611292                 158.61066195162726       252.7711362852278        0.12108503989964749      0.8690986703187601       0                        0                        0.642430125              0.05                     0.1462152524618432       0.0005                   0.30490013309147046      2e-06                    0.278023097826087        0.1871894                0.6138986                
6400                     5.86938052462207         29938522                 232.66846747602423       249.37128519247366       0.12108503989964749      0.8690986703187601       0                        0                        0.625854075              0.05                     0.1293116215987269       0.0005                   0.2945879623638811       2e-06                    0.16825810185185183      0.20964833               0.4083651                
6600                     6.213025976750586        31389715                 168.42678878576123       285.3047899468723        0.12108503989964749      0.8690986703187601       0                        0                        0.6077087000000001       0.05                     0.18474370336160065      0.0005                   0.285976035669446        2e-06                    0.19328125               -0.16644588              0.4119203                
6800                     6.591595909529262        32941515                 225.9010859666372        224.9644875484177        0.12108503989964749      0.8690986703187601       0                        0                        0.58832705               0.05                     0.1667692298865101       0.0005                   0.30216149203479287      2e-06                    0.24427083333333333      0.09075061               0.6589319                
7000                     6.9813671708106995       34565587                 246.8483772279355        280.60861458816146       0.12108503989964749      0.8690986703187601       0                        0                        0.568022775              0.05                     0.13147878100702154      0.0005                   0.2953696367491422       2e-06                    0.17160560344827586      0.18156078               0.56672966               
7200                     7.376828755736351        36233944                 258.1945289451903        375.03058527975395       0.12108503989964749      0.8690986703187601       0                        0                        0.5471758125             0.05                     0.11656311115802964      0.0005                   0.2900436937052291       2e-06                    0.205078125              0.034887813              0.29972687               
7400                     7.770804139574369        37884007                 235.9985569088106        300.53056270254694       0.12108503989964749      0.8690986703187601       0                        0                        0.5265458375             0.05                     0.168966999098969        0.0005                   0.29672862207517026      2e-06                    0.20442708333333331      -0.040203866             0.6973928                
7600                     8.169810401995976        39585724                 323.3804467288048        275.993085171732         0.12108503989964749      0.8690986703187601       0                        0                        0.5052870625             0.05                     0.10353395855054259      0.0005                   0.2924200964762884       2e-06                    0.23403033088235292      -0.0592617               0.41612664               
7800                     8.568313153915936        41307897                 289.74369054694023       240.23990127963225       0.12108503989964749      0.8690986703187601       0                        0                        0.48376228750000005      0.05                     0.15082067253866366      0.0005                   0.2994180001052362       2e-06                    0.22979910714285715      0.01629378               0.49150878               
8000                     8.965556419889133        43034121                 290.0305505275944        275.22332030992334       0.12108503989964749      0.8690986703187601       0                        0                        0.46218056250000006      0.05                     0.1363659932873869       0.0005                   0.29977883009568734      2e-06                    0.21495863970588236      0.122922935              0.41772842               
8200                     9.36401473859946         44764239                 305.55044710163315       263.33993629075917       0.12108503989964749      0.8690986703187601       0                        0                        0.440549375              0.05                     0.07872676725492056      0.0005                   0.3015589809801895       2e-06                    0.220458984375           0.20357728               0.5042644                
8400                     9.76168528828356         46498098                 305.30793115309183       340.04296794042887       0.12108503989964749      0.8690986703187601       0                        0                        0.41887365               0.05                     0.095076977610006        0.0005                   0.2947587947419379       2e-06                    0.197265625              -0.018666593             0.3582363                
8600                     10.166592062777942       48262266                 364.3598576494071        258.77952990651136       0.12108503989964749      0.8690986703187601       0                        0                        0.396840525              0.05                     0.10684562996673201      0.0005                   0.2955130535717073       2e-06                    0.224609375              -0.025791902             0.38425457               
8800                     10.574308064579963       50063829                 326.502054565971         328.381682083191         0.12108503989964749      0.8690986703187601       0                        0                        0.374314975              0.05                     0.07400744526239578      0.0005                   0.28881673845979905      2e-06                    0.1704644097222222       -0.34180012              0.44431353               
9000                     10.980978129108747       51851927                 319.2667367960917        302.7844981886593        0.12108503989964749      0.8690986703187601       0                        0                        0.3519613625             0.05                     0.08845595791104383      0.0005                   0.2878839706203767       2e-06                    0.2200892857142857       -0.003993312             0.4082448                
9200                     11.38653317424986        53638826                 354.8535251137502        344.18096576549135       0.12108503989964749      0.8690986703187601       0                        0                        0.3296308375             0.05                     0.07415854533177775      0.0005                   0.28849915289194195      2e-06                    0.18781672297297297      -0.0655579               0.29656208               
9400                     11.788666386538083       55461873                 394.16751884366636       297.53324820864265       0.12108503989964749      0.8690986703187601       0                        0                        0.30684500000000003      0.05                     0.08475767014976088      0.0005                   0.3002312774895816       2e-06                    0.17483108108108109      -0.03335232              0.44249406               
9600                     12.196952366232871       57301126                 394.8122903839139        279.1230899640636        0.12108503989964749      0.8690986703187601       0                        0                        0.28385819999999995      0.05                     0.07220675577469265      0.0005                   0.28259236726145714      2e-06                    0.16346153846153846      0.23142388               0.30308956               
9800                     12.6025160282188         59143888                 358.8681976153139        278.4062561961209        0.12108503989964749      0.8690986703187601       0                        0                        0.2608125375             0.05                     0.06482662003587134      0.0005                   0.2890624608046242       2e-06                    0.17544642857142856      -0.035531253             0.28774652               
10000                    13.012773805790477       61000351                 401.1162766592034        309.87712726148595       0.12108503989964749      0.8690986703187601       0                        0                        0.23761502500000004      0.05                     0.09649121811641012      0.0005                   0.28954815852308746      2e-06                    0.16786595394736842      0.16366436               0.362118                 
10200                    13.425948079625766       62860303                 325.2427958843103        318.9190565287328        0.12108503989964749      0.8690986703187601       0                        0                        0.2143459                0.05                     0.06911343444699014      0.0005                   0.2755995798506774       2e-06                    0.157470703125           -0.41706657              0.7296703                
10400                    13.833307453857527       64726406                 407.5206396191296        285.8611380766282        0.12108503989964749      0.8690986703187601       0                        0                        0.2                      0.05                     0.06318342524212534      0.0005                   0.2780594665406121       2e-06                    0.20850929054054054      -0.032490145             0.19980337               
10600                    14.242940082616276       66592300                 416.3599182779483        249.18627969639155       0.12108503989964749      0.8690986703187601       0                        0                        0.2                      0.05                     0.07793499238920422      0.0005                   0.2831858655628868       2e-06                    0.1773838141025641       0.13675632               0.34202957               
10800                    14.651970624857478       68466511                 406.8647429404614        361.26660831166623       0.12108503989964749      0.8690986703187601       0                        0                        0.2                      0.05                     0.07926863713192946      0.0005                   0.27564818911158884      2e-06                    0.15685096153846154      -0.3597104               0.34238523               
11000                    15.061909996800953       70340361                 395.69658477772936       326.5744843806832        0.12108503989964749      0.8690986703187601       0                        0                        0.2                      0.05                     0.09876192043334045      0.0005                   0.2833647354430444       2e-06                    0.18549408783783783      0.104145445              0.40732074               
11200                    15.472157075537575       72206253                 414.64027678229013       336.3919473607154        0.12108503989964749      0.8690986703187601       0                        0                        0.2                      0.05                     0.06142377235243514      0.0005                   0.27550756678867494      2e-06                    0.18708881578947367      0.1975798                0.3882716                
